    0.210798567393547312E-01    0.133444401952705904E+00    0.555237632140034632E+00    0.339110025949662316E-01    0.107166079041637707E+01    0.395319490442327481E+01    0.392183879521750711E+01    0.995901954158751490E+00   -0.595304856743727578E+06   -0.570378062280500497E+01    1
    0.243156292383527282E-01    0.116347927625037290E+00    0.623897752485082724E+00    0.762203307953930737E-01    0.109860020096019673E+01    0.396255438150187977E+01    0.434919632378637644E+01    0.999192665001575220E+00   -0.565371862982011633E+06   -0.570711395613835482E+01    1
    0.244795848940381616E-01    0.106919774088457292E+00    0.573697324025717714E+00    0.335311267725801887E-01    0.101355206695358802E+01    0.389286285662945453E+01    0.231003177123491765E+01    0.100267892611576737E+01   -0.490822145020815195E+06   -0.571044728947168334E+01    1
    0.218043018778786395E-01    0.135040953766955740E+00    0.678648780086207770E+00    0.409468645872994447E-01    0.106782640054299627E+01    0.397414366789557061E+01    0.324346106414805790E+01    0.100127168841333658E+01   -0.459802932088588888E+06   -0.571378062280501098E+01    1
    0.229427342721480326E-01    0.155732624576360223E+00    0.687484403967581481E+00    0.205798363712000852E-01    0.935723043422560519E+00    0.397256736377510133E+01    0.388163141724213645E+01    0.999524001100848603E+00   -0.396975803797331231E+06   -0.571711395613834394E+01    1
    0.222387186215349947E-01    0.141128380880845450E+00    0.683303431035541808E+00    0.725609401240729646E-01    0.104968278606487719E+01    0.398675994211334306E+01    0.438654786498779004E+01    0.100091424064300627E+01   -0.393913814542513574E+06   -0.572044728947168135E+01    1
    0.249832893411793509E-01    0.136049881387283245E+00    0.790152728408434424E+00    0.441876698034725096E-01    0.109951509631173305E+01    0.391228490703581588E+01    0.233735024340183850E+01    0.100161287287682077E+01   -0.361364729285270383E+06   -0.572378062280502586E+01    1
    0.215832139895095476E-01    0.132679608948087002E+00    0.605389745084007780E+00    0.310725071928929716E-01    0.963158042646711787E+00    0.389453583946441384E+01    0.211091623669813089E+01    0.999620964047734817E+00   -0.357581328692963230E+06   -0.572711395613835883E+01    1
    0.237948638591264430E-01    0.102983794078839341E+00    0.623220441200104336E+00    0.231483406678324767E-01    0.101494034229925467E+01    0.373314342141025612E+01    0.303954026371517738E+01    0.100032389155908863E+01   -0.343319603680129861E+06   -0.573044728947169002E+01    1
    0.234322650356195948E-01    0.107509168539975386E+00    0.804933467382294543E+00    0.596469216917094175E-01    0.104785071846482958E+01    0.388271826732689096E+01    0.305569806640326380E+01    0.100066650618168596E+01   -0.338239690590786922E+06   -0.573378062280501766E+01    1
    0.229748572949554503E-01    0.101128033637232023E+00    0.838972302298923278E+00    0.799534178268671014E-01    0.109215508048408405E+01    0.389793831032627835E+01    0.301291523184688526E+01    0.100407563899609031E+01   -0.329076589981405588E+06   -0.573711395613834529E+01    1
    0.205277792583510102E-01    0.142768974558311418E+00    0.740443412321473815E+00    0.232550281922713382E-01    0.976018731621967839E+00    0.388721209901632037E+01    0.390760038091659956E+01    0.999371472570092179E+00   -0.328603509573841700E+06   -0.574044728947167915E+01    1
    0.201740284445682434E-01    0.115609837495937173E+00    0.741247627830262656E+00    0.832403463000356003E-01    0.102935615190846330E+01    0.392186384837259139E+01    0.337190988241428791E+01    0.999426580337899995E+00   -0.324323549735260720E+06   -0.574378062280501744E+01    1
    0.237420872349886208E-01    0.160192833292396475E+00    0.743850228361073063E+00    0.561146998887696175E-01    0.109676562996556903E+01    0.389219218530057631E+01    0.303478327757169541E+01    0.999338267387208434E+00   -0.273730325891102140E+06   -0.574711395613836196E+01    1
